id,exp,sol
XR86,3,3
XR87,3,3
XR88A,0,0
XR8,5,0
XR91,2,2
XR92,1,5
XR9,5,5
ZR105,3,4
ZR106,4,5
ZR107,0,0
ZR108,4,2
ZR109,4,5
ZR110,3,5
ZR111,4,5
ZR114,0,0
ZR115,4,5
ZR118,4,5
ZR119,5,0
ZR120,0,0
ZR121,0,0
ZR122,4,5
ZR123,5,4
ZR125,0,0
ZR126,0,0
ZR128,5,5
ZR129,5,2
ZR130,4,4
ZR131,0,0
ZR132,5,5
ZR133,4,3
ZR134,0,0
ZR135,3,5
ZR136,2,0
ZR137,5,0
ZR139,2,5
ZR140,5,5
ZR141,2,4
ZR142,4,4
ZR143,3,5
ZR144,3,0
ZR145,3,3
ZR147,5,5
ZR148,4,4
ZR149,3,5
ZR14,5,2
ZR150,4,5
ZR151,5,3
ZR155,0,0
ZR156,4,2
ZR157,5,3
ZR158,5,4
ZR159,5,2
ZR160,4,5
ZR161,5,5
ZR162,0,0
ZR163,4,4
ZR164,3,3
ZR16,3,2
ZR174,5,1
ZR176,5,5
ZR179,4,2
ZR180,5,4
ZR185,5,2
ZR187,1,3
ZR188,4,3
ZR189,4,5
ZR190,5,3
ZR196,1,0
ZR197,5,5
ZR198,4,2
ZR199,5,5
ZR200,4,4
ZR201,5,0
ZR202,0,0
ZR203,4,4
ZR204,0,0
ZR205,5,3
ZR206,0,0
ZR208,5,5
ZR209,5,4
ZR20,5,3
ZR210,2,2
ZR211,0,0
ZR212,0,0
ZR213,0,0
ZR214,4,4
ZR215,4,3
ZR216,4,4
ZR217,5,4
ZR218,4,4
ZR219,0,0
ZR221,4,3
ZR222,4,4
ZR223,0,0
ZR224,3,3
ZR226,3,3
ZR227,3,3
ZR228,3,1
ZR229,5,5
ZR230,5,1
ZR231,0,0
ZR232,2,1
ZR233,3,0
ZR234,2,0
ZR235,3,1
ZR236,2,0
ZR237,5,5
ZR238,0,0
ZR239,2,1
ZR240,3,1
ZR241,2,0
ZR242A,5,5
ZR242,0,3
ZR243A,5,4
ZR243,3,1
ZR245,4,4
ZR246,0,0
ZR247,0,0
ZR248,4,0
ZR249,4,5
ZR250,1,1
ZR251,0,4
ZR252,0,0
ZR253,2,2
ZR254,0,0
ZR255,3,4
ZR256,3,5
ZR257,2,4
ZR259,3,4
ZR260,2,5
ZR262,3,5
ZR263,1,2
ZR264,1,3
ZR266,3,3
ZR268,5,5
ZR269,5,5
ZR270,5,5
ZR272,5,4
ZR273,3,0
ZR275,3,4
ZR276,5,3
ZR277,4,2
ZR278,4,5
ZR279,5,4
ZR280,5,5
ZR281,5,4
ZR282,4,4
ZR285,4,4
ZR286,5,5
ZR290,5,4
ZR293,2,3
ZR294,5,4
ZR297,5,5
ZR298,5,3
ZR299,4,5
ZR29,3,4
ZR300,4,3
ZR302A,5,4
ZR302B,5,5
ZR302C,5,5
ZR302,5,5
ZR303,5,3
ZR304,4,5
ZR305,5,5
ZR306,4,5
ZR307,5,3
ZR308,5,1
ZR309,5,5
ZR310,5,5
ZR311,5,5
ZR314,5,5
ZR317,3,5
ZR318,5,5
ZR32,4,4
ZR36A,0,0
ZR36,5,3
ZR37A,1,0
ZR37,0,0
ZR38A,3,3
ZR39,0,0
ZR40A,5,0
ZR40,5,0
ZR41A,0,0
ZR41,3,3
ZR42A,0,2
ZR42,5,3
ZR43A,5,0
ZR43,5,5
ZR44A,2,0
ZR44,0,0
ZR45A,5,0
ZR46A,0,0
ZR46,5,0
ZR47A,3,0
ZR47,0,0
ZR48A,1,0
ZR49,3,1
ZR50A,3,5
ZR50,5,5
ZR51,5,5
ZR52,5,0
ZR53,5,0
ZR54,0,0
ZR55A,0,0
ZR55,5,1
ZR56A,0,0
ZR56,5,0
ZR57A,5,3
ZR57,5,5
ZR58A,0,0
ZR58,3,5
ZR59A,0,0
ZR59,0,0
ZR67,5,5
ZR69,2,1
ZR70,4,2
ZR71,4,4
ZR72,5,5
ZR73,2,1
ZR74,4,4
ZR75,4,4
ZR76,0,0
ZR77,3,4
ZR78,4,4
ZR79,0,0
ZR7,3,0
ZR84,0,0
ZR85,4,1
ZR86,3,2
ZR87,0,0
ZR88,2,2
ZR89,3,0
ZR90,5,5
ZR91,2,5
ZR92,4,0
ZR93,4,4
ZR94,0,3
ZR95,4,0
ZR96,5,1
ZR97,2,1
ZR98,3,5
